,,,,,,,,,,,,,,,Jayasree P J,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tata Pranathi,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2007,BIO G525,,ENVIR BIOTECH & WASTE MGMT,,3 ,,,2 ,,5 ,,1,,P SANKAR GANESH,,F102,,T Th S,3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,                    Practical,,,,,,,,,,,Aishwarya Natarajan,,LAB,,M,4 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Minali Singh,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Vartika Singh,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Aishwarya Natarajan,,LAB,,F,8 9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Minali Singh,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Vartika Singh,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,192,BIO G526,,CANCER BIOLOGY,,3 ,,,2 ,,5 ,,1,,VIVEK SHARMA,,F102,,M W F,2,,,,,,,,,,,15/12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,                    Practical,,,,,,,,,,,Swati,,LAB,,F,4 5,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bakhya Shree Gb,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mohammad Mehaboob Subhani Mustafa,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Swati,,LAB,,W,8 9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bakhya Shree Gb,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mohammad Mehaboob Subhani Mustafa,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,BIO G651,,PROTEIN & ENZYME BIOENGG,,3 ,,,2 ,,5 ,,1,,V RAMAKRISHNA,,A001,,T Th S,3,,,,,,,,,,,23/12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
